Subject_Code,PC1
CT002,-0.37728157515211364
CT003,0.9485675240232865
CT004,-1.034126990115477
CT005,2.1042290002816926
CT007,2.6825751634823627
CT008,3.465162078774378
CT010,-2.6433779875492736
CT012,-0.2721855217777816
CT013,2.0209307974574005
CT015,-0.4161805945111405
CT016,-1.6005089300248023
CT017,3.258132096631284
CT018,1.7888366637998292
CT020,-0.7637574456183234
CT021,0.7546334218807363
CT022,-1.628446293873273
CT023,-1.930503083285547
CT024,4.229613258610663
CT025,2.829206170766272
CT026,-0.05323239693113996
CT027,-1.8128686822571463
CT028,-1.754283086696906
CT029,-1.3108950294135975
CT030,6.422286419213226
CT031,-1.4730680678023298
CT032,-0.7095779316620926
CT033,-0.3539525335086465
CT034,-1.1543580310764854
CT037,-0.4776617402021492
CT038,-2.711926049062105
CT039,1.7072868738223466
CT040,-2.5196290615854755
CT041,-2.06149357964201
CT042,-1.1163233608447822
CT043,-0.8979500051930599
CT044,2.1213021645646855
CT046,1.932387736531011
CT050,-0.09021312291902812
CT051,1.911044532491463
CT053,0.7630523586724298
CT056,-1.9778595767652483
CT058,-2.5196290615854755
CT061,0.9314997298888046
CT062,2.0605210963454077
CT065,-1.9539140424717574
CT066,0.7010451489443329
NT001,-1.3262652333673026
NT002,1.6895992400083515
NT003,-2.186123802465779
NT005,0.6545948606409908
NT006,0.32113105596951314
NT007,6.360252332864354
NT008,-2.537668248356428
NT010,-2.4654174870350367
NT011,-0.970600115943563
NT013,-0.656467934571763
NT015,3.1929824687138404
NT016,-0.3306450005225165
NT017,-3.331534102934055
NT018,4.361668415122521
NT019,-2.537668248356428
NT020,-3.0191365420072103
NT022,3.182428928149822
NT023,-1.0735510217194033
NT024,0.6273300429451445
NT025,-1.78885395238335
NT026,-0.27453146360894537
NT027,-0.2796851671417763
NT028,-0.6235096104496469
NT030,-1.489717915137816
NT033,1.40017111539602
NT034,-0.9024781656776933
NT035,0.8716923549539862
NT036,3.1790190564592202
NT039,-1.7712573600494517
NT040,-1.223314327591463
NT042,-1.8158079827176539
NT043,-3.0191365420072103
NT045,-1.580041303205018
NT046,-2.08427723995765
NT047,4.302621794590836
NT048,3.454821307259807
NT049,3.7035938752858706
NT052,0.6038255470863224
NT053,0.8716923549539862
NT054,-3.331534102934055
NT055,2.0121936107957925
NT056,-2.4654174870350367
NT057,1.193011940232625
NT058,0.6361699630964435
NT059,-1.3438559394763474
NT060,2.4356020803991267
NT061,-2.104403093525254
NT063,-1.1282383469912896
NT065,6.3562220045344295
NT066,3.3443437974181727
NT067,-0.5784967783702507
NT069,2.7543156617496343
NT070,-1.24740300735533
NT074,0.23485345338346622
NT077,1.4008553989595733
NT080,0.6368329667403095
NT081,2.24110463479669
NT082,3.980041109138717
NT083,-1.6722773776388455
NT085,-0.4299096896798881
NT088,0.9864586766586575
NT089,-1.4402966578508845
NT090,-3.0191365420072103
NT091,-1.6554003242075772
NT092,-1.9623462886372982
NT093,-1.793625729248138
NT094,-1.352472710899866
NT096,1.2436929186332948
NT097,0.3805902218895199
NT100,-1.9217464111029463
NT102,-3.331534102934055
NT103,-1.8430655269337897
NT105,-2.4079607343008
NT106,1.4220814845474534
NT110,-1.7445678582305304
NT116,-1.0014182206534907
NT117,-2.892593025247205
NT118,2.2556889329548504
NT119,-1.67750416489088
NT122,-1.7915978586126489
NT123,-1.5487820761899485
NT124,0.033493134724978293
NT125,-1.8260912535812432
NT126,-1.6434345711589353
NT129,4.5268352481590695
NT131,1.3933449946772922
NT132,3.977319476694012
NT134,2.5168425518755426
NT135,-1.544676034594945
NT136,1.090665314762933
NT137,-1.7833424583845499
NT138,-2.8508312737350026
NT139,-0.04219295335501479
NT140,0.8067482809325024
NT142,-0.9899996958396758
