Subject_Code,PC1
CT003,-1.0489126031105187
CT004,-1.9441513499345815
CT005,1.5695961603004749
CT007,2.797408424447804
CT008,-1.065769756945503
CT010,2.858756251820539
CT012,1.560197456742945
CT013,-0.6994922218691627
CT015,10.491540770508335
CT016,-0.4832553487430749
CT018,0.563961815179163
CT021,7.068405154610047
CT022,-2.724053221337285
CT023,0.0761293541162681
CT024,5.091795170139601
CT025,3.0825272029600956
CT026,-0.019635102701185504
CT027,-1.004573039844625
CT028,-1.3976808619863719
CT029,-0.6708458363058101
CT030,2.082253160829103
CT031,-1.4272730249920245
CT032,1.9329749555108655
CT033,0.7151709650857687
CT034,-2.8951630538295183
CT035,-2.465902148476888
CT038,1.8012366866087486
CT039,5.924488288930663
CT040,-2.4852035830691053
CT041,-2.2490093697052207
CT044,-0.14542410984868973
CT045,-3.154537352530763
CT046,-1.559543266857168
CT047,4.33890838200285
CT048,-1.3421195642225505
CT049,0.8887167663630275
CT050,-1.7242177747606002
CT051,3.053947384173526
CT053,1.5263649504483638
CT055,0.3905830876450272
CT058,-0.5788824405923819
CT060,-3.154537352530763
CT061,1.3843736141310827
CT062,-2.707427134044353
CT065,-1.5167060297077868
CT066,-0.16439458160759154
NT001,-0.6621496318812149
NT002,-1.694005101558865
NT005,0.1271452875062627
NT007,-2.4809499712216763
NT008,-2.9336074038026827
NT010,-2.981647587657467
NT015,3.3958249387925794
NT016,0.29788072544528804
NT017,-0.40274708106324014
NT018,5.215519394754644
NT019,-1.7929925453379207
NT020,0.1336508274162315
NT022,-0.47224732774683886
NT023,2.7263369041684635
NT024,5.232247868079483
NT025,-1.0442157650837292
NT027,-0.7214489599379601
NT028,-0.3712676826674741
NT030,-1.18299760784264
NT031,-3.8557715486881725
NT032,0.9609694690676416
NT033,-0.9256831394414073
NT034,-1.3393728328846797
NT035,0.0770415765098394
NT036,1.9453692652112247
NT039,0.01814201120444726
NT040,2.5852219708736914
NT041,-3.3754673012588454
NT042,-0.43911413097549734
NT043,-3.8557715486881725
NT044,-2.5050877696335334
NT045,4.03371315503978
NT046,-1.0259174950605048
NT047,2.170357585480884
NT048,-0.12202862286041986
NT049,-0.16486461840324837
NT051,-3.6295812041628266
NT052,1.0336829728576882
NT053,1.9294333902947045
NT054,-2.1407075808026605
NT055,1.0108301157042128
NT056,-1.1166765854511715
NT057,0.7945560848634798
NT058,2.260121039095906
NT060,2.316478118191839
NT061,-2.7275336847534843
NT063,2.080685094890852
NT065,1.8584683208043178
NT067,-2.0280794209771393
NT069,0.6430105247419998
NT070,-2.7886411973080207
NT071,0.4164160771274663
NT072,-2.3441655347310504
NT074,-0.6873995107610411
NT075,-2.529266898606777
NT077,-2.1028726379050315
NT080,-0.1704931872386856
NT081,0.059931352934810916
NT082,-0.6823274519805353
NT083,3.6159298384581393
NT084,-0.2711646372243794
NT085,-1.688358768999718
NT087,-2.4809499712216763
NT088,0.5903068132953517
NT089,-1.8669111591671714
NT090,-2.1494545886014715
NT091,-2.5526634258351524
NT092,0.8009777533780834
NT094,-0.7718633979937304
NT096,5.586902207966249
NT097,5.8829277048426425
NT100,-2.112544504566142
NT107,-1.1925183660268648
NT110,2.2585723303115275
NT112,0.20453579158521332
NT114,-2.898630739704597
NT116,-3.3138506062622737
NT117,-2.1324729854551845
NT118,-1.6744703670767571
NT121,3.155370692798873
NT122,0.22563901156275262
NT123,-0.035887758424939784
NT124,1.4204051283132852
NT126,-1.6254334740391554
NT129,1.5778387570092596
NT131,0.048975980405631656
NT134,1.2493525257885059
NT135,-1.1649661127348077
NT136,-1.5466933139005827
NT137,-1.4674583511523414
NT139,0.14071733008700543
NT140,-2.737352988948756
NT142,0.3286342758492757
